V0	Vf	V_sent	D	dt	triple_id	considered_samples
-0.000022	-0.184154	-0.200000	10.579154	0.152791	0.000000	0.000000	1.000000	2.000000
-0.175722	-0.015970	0.000000	21.148375	0.145606	1.000000	0.000000	1.000000	2.000000
0.191139	0.030552	0.000000	20.456547	0.129779	2.000000	0.000000	1.000000	2.000000
0.361647	0.018415	0.000000	44.075036	0.150009	3.000000	0.000000	1.000000	2.000000
0.578260	0.004352	0.000000	72.087002	0.167809	4.000000	0.000000	1.000000	2.000000
0.756856	0.005346	0.000000	90.536207	0.191348	5.000000	0.000000	2.000000	0.000000
0.990267	0.005972	0.000000	166.939517	0.200859	6.000000	0.000000	1.000000	2.000000
1.191876	0.027357	0.000000	165.109223	0.207793	7.000000	0.000000	2.000000	0.000000
1.360718	0.003768	0.000000	198.281632	0.228567	8.000000	0.000000	1.000000	2.000000
1.577349	0.001009	0.000000	237.207673	0.240926	9.000000	0.000000	1.000000	2.000000
1.775061	0.006104	0.000000	284.604178	0.247492	10.000000	0.000000	1.000000	2.000000
1.950989	0.001821	0.000000	295.467962	0.265105	11.000000	0.000000	1.000000	2.000000
2.167354	0.007197	0.000000	351.491848	0.264520	12.000000	0.000000	1.000000	2.000000
2.363354	0.020606	0.000000	419.491537	0.272281	13.000000	0.000000	1.000000	2.000000
2.535080	0.010595	0.000000	438.745555	0.280164	14.000000	0.000000	1.000000	2.000000
2.762487	0.015971	0.000000	514.485705	0.301563	15.000000	0.000000	1.000000	2.000000
2.981625	0.029417	0.000000	526.767986	0.297774	16.000000	0.000000	1.000000	2.000000
3.187120	0.006847	0.000000	538.068573	0.522150	17.000000	0.000000	1.000000	0.000000
3.390540	0.028013	0.000000	769.757691	0.328688	18.000000	1.000000	2.000000	0.000000
3.592709	0.002387	0.000000	621.294621	0.318974	19.000000	0.000000	1.000000	0.000000
3.769046	0.016116	0.000000	700.028169	0.310065	20.000000	0.000000	1.000000	0.000000
3.991037	0.024835	0.000000	746.856718	0.323061	21.000000	0.000000	1.000000	0.000000
4.146784	0.007038	0.000000	792.258058	0.340001	22.000000	0.000000	1.000000	0.000000
4.381951	0.026361	0.000000	880.981995	0.344094	23.000000	0.000000	1.000000	0.000000
4.591930	0.023514	0.000000	861.966433	0.358320	24.000000	0.000000	1.000000	0.000000
4.792756	0.004447	0.000000	946.192876	0.372567	25.000000	0.000000	1.000000	0.000000
4.972997	0.003973	0.000000	993.031866	0.380369	26.000000	0.000000	1.000000	0.000000
5.147222	0.041871	0.000000	1116.774787	0.393232	27.000000	0.000000	1.000000	0.000000
5.359939	0.000998	0.000000	1144.918093	0.396575	28.000000	0.000000	1.000000	0.000000
5.592284	0.029237	0.000000	1206.919924	0.393554	29.000000	0.000000	1.000000	0.000000
5.749802	0.000016	0.000000	1409.464244	0.464289	30.000000	0.000000	2.000000	0.000000
5.970911	0.029643	0.000000	1370.065553	0.412778	31.000000	0.000000	1.000000	0.000000
6.190344	0.012098	0.000000	1441.277112	0.433658	32.000000	0.000000	1.000000	0.000000
6.368303	0.032552	0.000000	1496.951198	0.435773	33.000000	0.000000	1.000000	0.000000
6.566084	0.020240	0.000000	1621.620450	0.476500	34.000000	0.000000	1.000000	2.000000
6.748226	0.030434	0.000000	1572.443383	0.435343	35.000000	0.000000	1.000000	0.000000
6.953832	0.011785	0.000000	1718.090842	0.465317	36.000000	0.000000	1.000000	0.000000
-0.001907	0.185295	0.200000	10.262392	0.149895	37.000000	0.000000	1.000000	2.000000
0.367493	0.210405	0.200000	48.747020	0.144344	38.000000	0.000000	1.000000	2.000000
0.560698	0.199525	0.200000	77.155363	0.159792	39.000000	0.000000	1.000000	2.000000
0.761293	0.226172	0.200000	106.823212	0.168882	40.000000	0.000000	1.000000	2.000000
0.991729	0.229420	0.200000	137.719564	0.173226	41.000000	0.000000	1.000000	2.000000
1.164102	0.203831	0.200000	168.650798	0.191987	42.000000	0.000000	1.000000	2.000000
1.390760	0.213776	0.200000	187.286026	0.194752	43.000000	0.000000	1.000000	2.000000
1.571585	0.210445	0.200000	242.925024	0.212873	44.000000	0.000000	1.000000	2.000000
1.789739	0.212981	0.200000	275.551829	0.227237	45.000000	0.000000	1.000000	2.000000
1.988905	0.228757	0.200000	322.782533	0.236382	46.000000	0.000000	1.000000	2.000000
2.189177	0.212726	0.200000	361.786957	0.248856	47.000000	0.000000	1.000000	2.000000
2.380257	0.197327	0.200000	450.015809	0.282716	48.000000	0.000000	2.000000	0.000000
2.555915	0.206082	0.200000	421.608612	0.238338	49.000000	0.000000	1.000000	0.000000
2.792066	0.198065	0.200000	414.847414	0.257750	50.000000	0.000000	1.000000	0.000000
2.988438	0.227214	0.200000	491.564792	0.257709	51.000000	0.000000	1.000000	0.000000
3.189913	0.222755	0.200000	523.323458	0.265479	52.000000	0.000000	1.000000	0.000000
3.391366	0.222345	0.200000	565.355194	0.272980	53.000000	0.000000	1.000000	0.000000
3.568322	0.214711	0.200000	625.209017	0.294332	54.000000	0.000000	1.000000	0.000000
3.779010	0.214376	0.200000	665.215364	0.309744	55.000000	0.000000	1.000000	0.000000
3.984577	0.211597	0.200000	740.312440	0.323725	56.000000	0.000000	1.000000	0.000000
4.192567	0.223042	0.200000	797.374087	0.328036	57.000000	0.000000	1.000000	0.000000
4.371859	0.203695	0.200000	914.889290	0.366194	58.000000	0.000000	1.000000	2.000000
4.570313	0.216860	0.200000	944.241457	0.373023	59.000000	0.000000	1.000000	2.000000
4.745973	0.217046	0.200000	996.855292	0.356379	60.000000	0.000000	1.000000	0.000000
4.993267	0.221667	0.200000	1020.532287	0.360572	61.000000	0.000000	1.000000	0.000000
